ID,IUPAC_Name,SMILES,Formula,CAS,CID,Identification_Confidence,Plasma_Detection_Number,Plasma_Detection_Rate,Seafood_Detection_Number,Seafood_Detection_Rate,PBT_Detection_Rate>0.5,PBT_QSAR,PBT_Prob_GAT,PBT_Pred_GAT,PBT_Prob_CNN2D,PBT_Pred_CNN2D,PBT_Label,First_PBT_Identification,First_Environmental_and_Human_Detection,Tanimoto_Match_Source,Max_Tanimoto_Similarity,Tanimoto_Match>0.6,Pollutant_Type,SMILES_clean
34,"ethyl N-[(1E)-2-[1-[[3-chloro-6-[1-[(4R,5S)-5-(1-hydroxy-3-methylpentyl)-4-methyloxolan-3-yl]butan-2-ylideneamino]-5-methyl-2-pyridinyl]amino]-7-fluoro-2,3-dihydro-1H-inden-5-yl]buta-1,3-dienyl]-2-methylbutanimidate",C=C/C(=C\N=C(OCC)C(C)CC)c1cc(F)c2c(c1)CCC2Nc1nc(N=C(CC)CC2CO[C@H](C(O)CC(C)CC)[C@@H]2C)c(C)cc1Cl,C41H58ClFN4O3,,145390020,level 2b,0,0,37,0.2624,0,1,0.98593754,1,0.23023434,0,1,0,1,Industrial_chemical.csv,0.22,0,Industry and consumer goods,C=C/C(=C\N=C(OCC)C(C)CC)c1cc(F)c2c(c1)CCC2Nc1nc(N=C(CC)CC2CO[C@H](C(O)CC(C)CC)[C@@H]2C)c(C)cc1Cl
35,"8-[(3E,5E,7Z)-8-(4-chlorophenyl)-4,5-dimethylocta-3,5,7-trienyl]-20-[(3Z)-hexa-3,5-dienyl]-7,15,21-trimethyl-4,9,14,19,25-pentaoxapentacyclo[13.10.0.03,13.05,10.018,24]pentacosane-12,21-diol",C=C/C=C\CCC1OC2CCC3(C)OC4C(O)CC5OC(CC/C=C(C)/C(C)=C/C=C\c6ccc(Cl)cc6)C(C)CC5OC4CC3OC2CCC1(C)O,C45H63ClO7,,143020906,level 2b,0,0,28,0.1986,0,1,0.93205005,1,0.85730463,1,1,0,1,Norman_Human metabolites.csv,0.6666666666666666,1,Transformation and metabolic products,C=C/C=C\CCC1OC2CCC3(C)OC4C(O)CC5OC(CC/C=C(C)/C(C)=C/C=C\c6ccc(Cl)cc6)C(C)CC5OC4CC3OC2CCC1(C)O
36,"(2E)-2-[(2E,4Z,6E)-4-chloro-7-(3-dec-9-enyl-1,1-dimethylbenzo[e]indol-3-ium-2-yl)hepta-2,4,6-trienylidene]-3-dec-9-enyl-1,1-dimethylbenzo[e]indole",C=CCCCCCCCCN1/C(=C/C=C/C(Cl)=C/C=C/C2=[N+](CCCCCCCCC=C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,C55H68ClN2,,58783056,level 2b,8,0.0412,138,0.9787,1,1,0.9592581,1,0.78243345,1,1,0,1,Industrial_chemical.csv,0.6282051282051282,1,Industry and consumer goods,C=CCCCCCCCCN1/C(=C/C=C/C(Cl)=C/C=C/C2=[N+](CCCCCCCCC=C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21
37,N-[(Z)-(3-bromo-5-chloro-4-prop-2-enoxyphenyl)methylideneamino]-4-iodo-3-methoxybenzamide,C=CCOc1c(Cl)cc(/C=N\NC(=O)c2ccc(I)c(OC)c2)cc1Br,C18H15BrClIN2O3,,125753987,level 2b,0,0,2,0.0142,0,1,0.89299524,1,0.98410064,1,1,0,1,Norman_Pharmaceuticals.csv,0.3835616438356164,0,Pharmaceuticals,C=CCOc1c(Cl)cc(/C=N\NC(=O)c2ccc(I)c(OC)c2)cc1Br
38,"6-[3,6-bis(2,4,4-trimethylpentan-2-yl)carbazol-9-yl]-4-chloro-6-methyl-2-phenyl-4-(2,4,4-trimethylpentan-2-yl)cyclohex-2-en-1-ol",CC(C)(C)CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)CC(C)(C)C)ccc1n2C1(C)CC(Cl)(C(C)(C)CC(C)(C)C)C=C(c2ccccc2)C1O,C49H70ClNO,,175088539,level 2b,135,0.6959,92,0.6525,1,1,0.99663246,1,0.9841989,1,1,0,1,Industrial_chemical.csv,0.3432835820895522,0,Industry and consumer goods,CC(C)(C)CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)CC(C)(C)C)ccc1n2C1(C)CC(Cl)(C(C)(C)CC(C)(C)C)C=C(c2ccccc2)C1O
39,"N-tert-butyl-6-[(2E)-2-[(2E)-2-[3-[(E)-2-[1-[6-(tert-butylamino)-6-oxohexyl]-3,3-dimethylindol-1-ium-2-yl]ethenyl]-2-chlorocyclopentylidene]ethylidene]-3,3-dimethylindol-1-yl]hexanamide",CC(C)(C)NC(=O)CCCCCN1/C(=C/C=C2\CCC(/C=C/C3=[N+](CCCCCC(=O)NC(C)(C)C)c4ccccc4C3(C)C)C2Cl)C(C)(C)c2ccccc21,C49H70ClN4O2,,168817673,level 2b,81,0.4175,99,0.7021,1,1,0.96976274,1,0.8173219,1,1,0,1,Industrial_chemical.csv,0.4941176470588235,0,Industry and consumer goods,CC(C)(C)NC(=O)CCCCCN1/C(=C/C=C2\CCC(/C=C/C3=[N+](CCCCCC(=O)NC(C)(C)C)c4ccccc4C3(C)C)C2Cl)C(C)(C)c2ccccc21
40,"4-[[3a-[2-[1-(5-chloro-2-pyridinyl)ethyl-[2-(dimethylamino)ethyl]amino]ethyl]-5b,8,8,11a-tetramethyl-2-oxo-1-propan-2-yl-3,4,5,5a,6,7,7a,9,10,11,11b,12,13,13a-tetradecahydrocyclopenta[a]chrysen-9-yl]oxy]-2,2-dimethyl-4-oxobutanoic acid",CC(C)C1=C2C3CCC4C(C)(CCC5C(C)(C)C(OC(=O)CC(C)(C)C(=O)O)CCC54C)C3CCC2(CCN(CCN(C)C)C(C)c2ccc(Cl)cn2)CC1=O,C47H72ClN3O5,,145595549,level 2b,0,0,141,1,1,0,0.7342151,1,0.7380965,1,1,0,1,Norman_Pharmaceuticals.csv,0.3333333333333333,0,Pharmaceuticals,CC(C)C1=C2C3CCC4C(C)(CCC5C(C)(C)C(OC(=O)CC(C)(C)C(=O)O)CCC54C)C3CCC2(CCN(CCN(C)C)C(C)c2ccc(Cl)cn2)CC1=O
41,"[3a-[2-[[4-chloro-2-[(dimethylamino)methyl]phenyl]methylamino]ethyl]-5a,5b,8,8,11a-pentamethyl-2-oxo-1-propan-2-yl-4,5,6,7,7a,9,10,11,11b,12,13,13a-dodecahydro-3H-cyclopenta[a]chrysen-9-yl] 4-amino-3,3-dimethyl-4-oxobutanoate",CC(C)C1=C2C3CCC4C5(C)CCC(OC(=O)CC(C)(C)C(N)=O)C(C)(C)C5CCC4(C)C3(C)CCC2(CCNCc2ccc(Cl)cc2CN(C)C)CC1=O,C47H72ClN3O4,,123924087,level 2b,7,0.0361,141,1,1,1,0.8314964,1,0.7954447,1,1,0,1,Norman_Pharmaceuticals.csv,0.3518518518518518,0,Pharmaceuticals,CC(C)C1=C2C3CCC4C5(C)CCC(OC(=O)CC(C)(C)C(N)=O)C(C)(C)C5CCC4(C)C3(C)CCC2(CCNCc2ccc(Cl)cc2CN(C)C)CC1=O
42,"4-[[3a-[2-[1-(5-chloro-2-pyridinyl)ethylamino]-1-hydroxyethyl]-5a,5b,8,8,11a-pentamethyl-2-oxo-1-propan-2-yl-4,5,6,7,7a,9,10,11,11b,12,13,13a-dodecahydro-3H-cyclopenta[a]chrysen-9-yl]oxy]-2,2-dimethylbutanoic acid",CC(C)C1=C2C3CCC4C5(C)CCC(OCCC(C)(C)C(=O)O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(O)CNC(C)c2ccc(Cl)cn2)CC1=O,C44H67ClN2O5,,123668951,level 2b,0,0,73,0.5177,1,0,0.6716205,1,0.8106125,1,1,0,1,Norman_Pharmaceuticals.csv,0.3153153153153153,0,Pharmaceuticals,CC(C)C1=C2C3CCC4C5(C)CCC(OCCC(C)(C)C(=O)O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(O)CNC(C)c2ccc(Cl)cn2)CC1=O
43,"(3S,4R)-2-[[3-[[(2-chloro-6-fluorophenyl)methyl-[(2S)-1-(dimethylamino)-4-methylpentan-2-yl]amino]methyl]phenyl]methyl]-5-[(E)-2-hydroxyethenyl]-4-[(1S)-1-hydroxyethyl]-N-[(2S,3S,5S,7R)-2,6,6-trimethyl-3-tricyclo[3.2.0.02,7]heptanyl]-1,2-oxazolidine-3-carboxamide",CC(C)C[C@@H](CN(C)C)N(Cc1cccc(CN2OC(/C=C/O)[C@@H]([C@H](C)O)[C@H]2C(=O)N[C@H]2C[C@H]3C4[C@H](C3(C)C)[C@]42C)c1)Cc1c(F)cccc1Cl,C41H58ClFN4O4,,149549746,level 2b,0,0,40,0.2837,0,1,0.8505778,1,0.47788468,0,1,0,1,Norman_Pharmaceuticals.csv,0.2434782608695652,0,Pharmaceuticals,CC(C)C[C@@H](CN(C)C)N(Cc1cccc(CN2OC(/C=C/O)[C@@H]([C@H](C)O)[C@H]2C(=O)N[C@H]2C[C@H]3C4[C@H](C3(C)C)[C@]42C)c1)Cc1c(F)cccc1Cl
44,"bis[2,4,6-tri(propan-2-yl)phenyl]silylidene-(4-chlorophenyl)-[2,4,6-tri(propan-2-yl)phenyl]silane",CC(C)c1cc(C(C)C)c([Si](c2ccc(Cl)cc2)=[Si](c2c(C(C)C)cc(C(C)C)cc2C(C)C)c2c(C(C)C)cc(C(C)C)cc2C(C)C)c(C(C)C)c1,C51H73ClSi2,,102264698,level 2b,0,0,75,0.5319,1,0,0.9937585,1,0.9274557,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.4666666666666667,0,Industry and consumer goods,CC(C)c1cc(C(C)C)c([Si](c2ccc(Cl)cc2)=[Si](c2c(C(C)C)cc(C(C)C)cc2C(C)C)c2c(C(C)C)cc(C(C)C)cc2C(C)C)c(C(C)C)c1
45,"3-chloro-N-(3-chloro-4-iodophenyl)-4-[(3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl)amino]benzamide",CC(O)(C(=O)Nc1ccc(C(=O)Nc2ccc(I)c(Cl)c2)cc1Cl)C(F)(F)F,C17H12Cl2F3IN2O3,,90468795,level 2b,0,0,1,0.0071,0,0,0.91925895,1,0.9461304,1,1,0,1,Norman_Pharmaceuticals.csv,0.55,0,Pharmaceuticals,CC(O)(C(=O)Nc1ccc(C(=O)Nc2ccc(I)c(Cl)c2)cc1Cl)C(F)(F)F
46,"2,2,2-trichloroethyl (6S)-3-bromo-3-methyl-5,8-dioxo-7-[(2-phenylacetyl)amino]-5lambda4-thia-1-azabicyclo[4.2.0]octane-2-carboxylate",CC1(Br)CS(=O)[C@H]2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)OCC(Cl)(Cl)Cl,C18H18BrCl3N2O5S,,22799965,level 2b,0,0,1,0.0071,0,0,0.59492135,1,9.9283956e-05,0,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.5555555555555556,0,Industry and consumer goods,CC1(Br)CS(=O)[C@H]2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)OCC(Cl)(Cl)Cl
47,"(2S,5R)-6-[[2-(3,4-dihydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-6-(2,2,2-trichloroethoxycarbonyl)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1(C)S[C@H]2N(C(=O)C2(NC(=O)Cc2ccc(O)c(O)c2)C(=O)OCC(Cl)(Cl)Cl)[C@H]1C(=O)O,C19H19Cl3N2O8S,,54552248,level 2b,0,0,19,0.1348,0,0,0.001983739,0,5.8926125e-06,0,0,0,1,Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,0.4166666666666667,0,Pharmaceuticals,CC1(C)S[C@H]2N(C(=O)C2(NC(=O)Cc2ccc(O)c(O)c2)C(=O)OCC(Cl)(Cl)Cl)[C@H]1C(=O)O
48,"1-[5-[[1-adamantylmethyl(2,3-dihydroxypropyl)amino]methyl]-5,13-dihydroxy-6,10-dimethyl-17-tricyclo[13.2.2.02,6]nonadeca-1(17),9,15,18-tetraenyl]-2-(2-chloro-6-fluorophenyl)ethanone",CC1=CCCC2(C)C(CCC2(O)CN(CC(O)CO)CC23CC4CC(CC(C4)C2)C3)c2ccc(cc2C(=O)Cc2c(F)cccc2Cl)CC(O)CC1,C44H59ClFNO5,,5068472,level 2b,1,0.0052,141,1,1,1,0.8331752,1,0.048156656,0,1,0,1,Norman_Human metabolites.csv,0.2790697674418604,0,Transformation and metabolic products,CC1=CCCC2(C)C(CCC2(O)CN(CC(O)CO)CC23CC4CC(CC(C4)C2)C3)c2ccc(cc2C(=O)Cc2c(F)cccc2Cl)CC(O)CC1
49,"1-[5-[(3,5-dichloro-4-pyridinyl)sulfanyl]-4-nitrothiophen-2-yl]-2-(3-methyl-1,1-dioxo-2,3-dihydro-1-benzothiophen-6-yl)ethanone",CC1CS(=O)(=O)c2cc(CC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21,C20H14Cl2N2O5S3,,161820446,level 2b,4,0.0206,18,0.1277,0,0,0.63261336,1,0.34759352,0,1,0,1,Norman_Human metabolites.csv,0.3086419753086419,0,Transformation and metabolic products,CC1CS(=O)(=O)c2cc(CC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21
50,"6-[2-[2-[2-chloro-3-[2-[3,3-dimethyl-1-(6-oxooctyl)indol-1-ium-2-yl]ethenyl]cyclohex-2-en-1-ylidene]ethylidene]-3,3-dimethylindol-1-yl]-N-methylhexanamide",CCC(=O)CCCCC[N+]1=C(C=CC2=C(Cl)C(=CC=C3N(CCCCCC(=O)NC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21,C45H59ClN3O2,,161008506,level 2b,0,0,33,0.234,0,1,0.90896565,1,0.90481794,1,1,0,1,Industrial_chemical.csv,0.6708860759493671,1,Industry and consumer goods,CCC(=O)CCCCC[N+]1=C(C=CC2=C(Cl)C(=CC=C3N(CCCCCC(=O)NC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21
51,"4-[[7-[5-[2-[2-(5-chloro-2-pyridinyl)propan-2-ylamino]-1-hydroxyethyl]-5-ethyl-3-oxo-2-propan-2-ylcyclopenten-1-yl]-1,1,4a,8,8a-pentamethyl-3,4,4b,5,6,7,8,9,10,10a-decahydro-2H-phenanthren-2-yl]oxy]-2,2-dimethyl-4-oxobutanoic acid",CCC1(C(O)CNC(C)(C)c2ccc(Cl)cn2)CC(=O)C(C(C)C)=C1C1CCC2C(C)(CCC3C(C)(C)C(OC(=O)CC(C)(C)C(=O)O)CCC32C)C1C,C45H69ClN2O6,,123806694,level 2b,0,0,41,0.2908,0,0,0.63431096,1,0.77032083,1,1,0,1,Norman_Pharmaceuticals.csv,0.3703703703703703,0,Pharmaceuticals,CCC1(C(O)CNC(C)(C)c2ccc(Cl)cn2)CC(=O)C(C(C)C)=C1C1CCC2C(C)(CCC3C(C)(C)C(OC(=O)CC(C)(C)C(=O)O)CCC32C)C1C
52,"2-[(Z)-7-[(1R,2R,3R,5R)-5-chloro-2-[(E)-4-(1-ethylcyclobutyl)but-1-enyl]-3-nitrosocyclopentyl]hept-5-enoyl]oxyethyl 3-(16-iminohexadecyl)benzoate",CCC1(CC/C=C/[C@@H]2[C@@H](C/C=C\CCCC(=O)OCCOC(=O)c3cccc(CCCCCCCCCCCCCCCC=N)c3)[C@H](Cl)C[C@H]2N=O)CCC1,C47H73ClN2O5,,90206640,level 2b,0,0,47,0.3333,0,1,0.000422922,0,0.79205877,1,1,0,1,Norman_Human metabolites.csv,0.3300970873786408,0,Transformation and metabolic products,CCC1(CC/C=C/[C@@H]2[C@@H](C/C=C\CCCC(=O)OCCOC(=O)c3cccc(CCCCCCCCCCCCCCCC=N)c3)[C@H](Cl)C[C@H]2N=O)CCC1
53,"(8E)-22-(4-chloro-2-propylcyclohexa-1,5-dien-1-yl)-11,12-dimethyl-7-[(4-propan-2-yl-1,4-diazepan-1-yl)methyl]-20-oxa-13-thia-1,14-diazatetracyclo[14.7.2.03,6.019,24]pentacosa-8,16(25),17,19(24)-tetraen-15-one",CCCC1=C(C2COc3ccc4cc3N(C2)CC2CCC2C(CN2CCCN(C(C)C)CC2)/C=C/CC(C)C(C)SNC4=O)C=CC(Cl)C1,C41H61ClN4O2S,,169570046,level 2b,20,0.1031,32,0.227,0,1,0.9877501,1,0.8315704,1,1,0,1,Industrial_chemical.csv,0.208955223880597,0,Industry and consumer goods,CCCC1=C(C2COc3ccc4cc3N(C2)CC2CCC2C(CN2CCCN(C(C)C)CC2)/C=C/CC(C)C(C)SNC4=O)C=CC(Cl)C1
54,"(4R,5R)-2-[[3-[[(2-chlorophenyl)methyl-[1-(dimethylamino)hexan-2-yl]amino]methyl]phenyl]methyl]-N-[(2S,5R)-5-ethyl-2,4,4-trimethylcyclohexyl]-4-[(1S)-1-hydroxyethyl]-5-(hydroxymethyl)-1,2-oxazolidine-3-carboxamide",CCCCC(CN(C)C)N(Cc1cccc(CN2O[C@@H](CO)[C@@H]([C@H](C)O)C2C(=O)NC2C[C@@H](CC)C(C)(C)C[C@@H]2C)c1)Cc1ccccc1Cl,C41H65ClN4O4,,163928127,level 2b,0,0,83,0.5887,1,1,0.9453254,1,0.000591234,0,1,0,1,Norman_Pharmaceuticals.csv,0.2611940298507462,0,Pharmaceuticals,CCCCC(CN(C)C)N(Cc1cccc(CN2O[C@@H](CO)[C@@H]([C@H](C)O)C2C(=O)NC2C[C@@H](CC)C(C)(C)C[C@@H]2C)c1)Cc1ccccc1Cl
55,"2-chloro-4-[[2-[[(2R)-3-methyl-1-[(9Z,12Z)-octadeca-9,12-dienoxy]carbonyloxybutan-2-yl]amino]-9-propan-2-ylpurin-6-yl]amino]benzoic acid",CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC[C@H](Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1)C(C)C,C39H57ClN6O5,,59516319,level 2b,0,0,40,0.2837,0,1,0.000947175,0,0.08062636,0,1,0,1,Norman_Pharmaceuticals.csv,0.6428571428571429,1,Pharmaceuticals,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC[C@H](Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1)C(C)C
56,"3-[8-[2-[[4-chloro-6-(methylamino)-1,3,5-triazin-2-yl]oxy]ethyl]tridecyl]-11-[2-[(4-chloro-6-methyl-1,3,5-triazin-2-yl)oxy]ethyl]heptadecan-1-ol",CCCCCCC(CCCCCCCC(CCO)CCCCCCCC(CCCCC)CCOc1nc(Cl)nc(NC)n1)CCOc1nc(C)nc(Cl)n1,C42H75Cl2N7O3,,118229738,level 2b,0,0,138,0.9787,1,1,0.003989814,0,0.002906611,0,1,0,1,Norman_Human metabolites.csv,0.4313725490196078,0,Transformation and metabolic products,CCCCCCC(CCCCCCCC(CCO)CCCCCCCC(CCCCC)CCOc1nc(Cl)nc(NC)n1)CCOc1nc(C)nc(Cl)n1
57,"[(3S,8S,9S,10R,14R,17R)-17-[5-[bis(2-chloroethyl)carbamoyloxy]pentan-2-yl]-10-methyl-1,2,3,4,7,8,9,11,12,13,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl] (Z)-nonadec-10-enoate",CCCCCCCC/C=C\CCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)CCCOC(=O)N(CCCl)CCCl)C4CC[C@@H]32)C1,C47H79Cl2NO4,,56664834,level 2b,75,0.3866,138,0.9787,1,1,0.5743634,1,0.69472474,1,1,0,1,Industrial_chemical.csv;Norman_Personal care products.csv;Norman_Human metabolites.csv,0.6136363636363636,1,Personal care products,CCCCCCCC/C=C\CCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)CCCOC(=O)N(CCCl)CCCl)C4CC[C@@H]32)C1
